tower_id,node_id,name,cost,prerequisites,dmg_add,range_add,reload_reduce,crit_add,pierce_add,pos_x,pos_y,health_add,armor_add,gold_add,autocollect_reduce,skill_branch,skill_id,skill_p0,skill_p1,skill_p2,skill_p3,skill_p4
0,18,MultiShot_18,3,17,0,0,0,0,0,-500,500,0,0,0,0,0,0,0,0,0,2,0
0,19,MultiShot_19,2,18,0,0,0,0,0,-610,500,0,0,0,0,0,0,0,1,0,0,-3
0,20,MultiShot_20,3,15,0,0,0,0,0,-170,610,0,0,0,0,0,0,0,5,0,0,0
0,21,MultiShot_21,1,20,0,0,0,7,0,-280,610,0,0,0,0,-1,-1,0,0,0,0,0
0,22,MultiShot_22,3,21,0,0,0,0,0,-390,610,0,0,0,0,0,0,-3,3,0,0,0
0,23,MultiShot_23,1,22,0,0,0,0,0,-500,610,0,0,0,0,0,0,0,0,4,0,0
0,24,MultiShot_24,5,23,0,0,0,0,0,-610,610,0,0,0,0,0,0,-2,2,0,0,0
0,25,Freeze_00,3,100,0,0,0,0,0,170,170,0,0,0,0,0,1,0,0,0,5,0
0,26,Freeze_01,3,25,0,0,0,0,0,280,170,0,0,0,0,0,1,0,-3,0,5,0
0,27,Freeze_02,2,26,0,0,0,0,16,390,170,0,0,0,0,-1,-1,0,0,0,0,0
0,28,Freeze_03,3,27,0,0,0,0,0,500,170,0,0,0,0,0,1,0,0,1,0,0
0,29,Freeze_04,2,28,0,0,0,0,0,610,170,0,0,0,0,0,1,0,0,0,2,0
0,30,Freeze_05,1,25,0,0,0,0,0,170,280,0,0,0,0,0,1,2,0,0,0,0
0,31,Freeze_06,3,30,0,0,0,0,0,280,280,0,0,0,0,0,1,0,4,0,0,0
0,32,Freeze_07,1,31,0,0,0,0,0,390,280,0,0,0,0,0,1,0,1,0,0,-1
0,33,Freeze_08,1,32,0,0,91,0,0,500,280,0,0,0,0,-1,-1,0,0,0,0,0
0,34,Freeze_09,2,33,0,0,0,0,0,610,280,0,0,0,0,0,1,0,0,2,0,0
0,35,Freeze_10,2,30,0,10,0,0,0,170,390,0,0,0,0,-1,-1,0,0,0,0,0
0,36,Freeze_11,2,35,3,0,-47,0,0,280,390,0,0,0,0,-1,-1,0,0,0,0,0
0,37,Freeze_12,2,36,0,0,0,0,0,390,390,0,0,0,0,0,1,0,4,0,-3,0
0,38,Freeze_13,2,37,0,0,0,0,0,500,390,0,0,0,0,0,1,0,0,0,5,0
0,39,Freeze_14,1,38,0,0,0,0,0,610,390,0,0,0,0,0,1,0,0,3,0,0
0,40,Freeze_15,1,35,0,0,0,0,0,170,500,0,0,0,0,0,1,0,0,3,0,0
0,41,Freeze_16,2,40,0,0,0,0,0,280,500,0,0,0,0,0,1,0,0,2,0,0
0,42,Freeze_17,3,41,0,0,0,0,0,390,500,0,0,0,0,0,1,0,0,-3,2,0
0,43,Freeze_18,1,42,0,0,0,0,17,500,500,0,0,0,0,-1,-1,0,0,0,0,0
0,44,Freeze_19,1,43,0,0,0,0,0,610,500,0,0,0,0,0,1,0,2,0,0,0
0,45,Freeze_20,2,40,0,0,0,0,0,170,610,0,0,0,0,0,1,0,0,-3,1,0
0,46,Freeze_21,1,45,0,0,0,0,0,280,610,0,0,0,0,0,1,0,0,5,0,0
0,47,Freeze_22,2,46,5,0,-47,0,0,390,610,0,0,0,0,-1,-1,0,0,0,0,0
0,48,Freeze_23,2,47,0,0,0,0,0,500,610,0,0,0,0,0,1,0,1,0,0,0
0,49,Freeze_24,5,48,0,0,117,0,0,610,610,0,0,0,0,-1,-1,0,0,0,0,0
0,50,Assassin_00,3,100,0,0,0,0,0,-170,-170,0,0,0,0,1,0,0,0,-3,5,0
0,51,Assassin_01,2,50,0,0,0,0,0,-280,-170,0,0,0,0,1,0,0,0,0,3,0
0,52,Assassin_02,3,51,0,13,0,0,0,-390,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,53,Assassin_03,1,52,0,0,0,0,0,-500,-170,0,0,0,0,1,0,0,2,0,0,0
0,54,Assassin_04,1,53,0,0,0,0,0,-610,-170,0,0,0,0,1,0,0,2,0,0,0
0,55,Assassin_05,1,50,0,0,0,0,12,-170,-280,0,0,0,0,-1,-1,0,0,0,0,0
0,56,Assassin_06,3,55,0,0,0,0,0,-280,-280,0,0,0,0,1,0,0,0,0,3,0
0,57,Assassin_07,2,56,0,0,0,0,0,-390,-280,0,0,0,0,1,0,0,1,0,0,0
0,58,Assassin_08,2,57,0,0,0,0,0,-500,-280,0,0,0,0,1,0,2,0,0,0,0
0,59,Assassin_09,1,58,0,0,0,0,0,-610,-280,0,0,0,0,1,0,0,1,0,0,0
0,60,Assassin_10,2,55,0,0,0,0,0,-170,-390,0,0,0,0,1,0,0,1,-1,0,0
0,61,Assassin_11,1,60,0,0,0,0,0,-280,-390,0,0,0,0,1,0,-3,0,0,2,0
0,62,Assassin_12,1,61,3,0,-52,0,0,-390,-390,0,0,0,0,-1,-1,0,0,0,0,0
0,63,Assassin_13,3,62,3,0,-95,0,0,-500,-390,0,0,0,0,-1,-1,0,0,0,0,0
0,64,Assassin_14,2,63,0,0,0,0,0,-610,-390,0,0,0,0,1,0,2,0,0,-3,0
0,65,Assassin_15,2,60,0,0,0,0,17,-170,-500,0,0,0,0,-1,-1,0,0,0,0,0
0,66,Assassin_16,2,65,0,0,0,0,20,-280,-500,0,0,0,0,-1,-1,0,0,0,0,0
0,67,Assassin_17,1,66,0,0,0,0,0,-390,-500,0,0,0,0,1,0,2,-3,0,0,0
0,68,Assassin_18,1,67,0,0,0,0,0,-500,-500,0,0,0,0,1,0,0,3,0,0,0
0,69,Assassin_19,1,68,0,0,0,0,0,-610,-500,0,0,0,0,1,0,0,1,0,0,0
0,70,Assassin_20,2,65,5,0,-64,0,0,-170,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,71,Assassin_21,3,70,8,0,-62,0,0,-280,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,72,Assassin_22,1,71,0,0,0,0,0,-390,-610,0,0,0,0,1,0,0,0,4,0,0
0,73,Assassin_23,3,72,1,0,0,0,0,-500,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,74,Assassin_24,5,73,5,0,0,0,0,-610,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,75,Crit_00,3,100,8,0,-81,0,0,170,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,76,Crit_01,3,75,6,0,-73,0,0,280,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,77,Crit_02,3,76,3,0,-41,0,0,390,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,78,Crit_03,2,77,0,0,0,8,0,500,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,79,Crit_04,2,78,0,0,0,0,12,610,-170,0,0,0,0,-1,-1,0,0,0,0,0
0,80,Crit_05,1,75,0,0,0,0,0,170,-280,0,0,0,0,1,1,2,0,0,0,0
0,81,Crit_06,1,80,0,0,0,0,0,280,-280,0,0,0,0,1,1,0,0,1,0,0
0,82,Crit_07,3,81,1,0,0,0,0,390,-280,0,0,0,0,-1,-1,0,0,0,0,0
0,83,Crit_08,3,82,0,0,0,0,0,500,-280,0,0,0,0,1,1,0,0,1,0,0
0,84,Crit_09,3,83,0,0,0,9,0,610,-280,0,0,0,0,-1,-1,0,0,0,0,0
0,85,Crit_10,3,80,0,0,0,0,0,170,-390,0,0,0,0,1,1,5,0,0,0,0
0,86,Crit_11,2,85,8,0,-53,0,0,280,-390,0,0,0,0,-1,-1,0,0,0,0,0
0,87,Crit_12,2,86,0,0,0,0,0,390,-390,0,0,0,0,1,1,2,0,0,-3,0
0,88,Crit_13,2,87,0,0,0,0,0,500,-390,0,0,0,0,1,1,0,0,1,0,0
0,89,Crit_14,1,88,0,0,0,0,0,610,-390,0,0,0,0,1,1,0,4,0,0,0
0,90,Crit_15,2,85,0,0,0,0,0,170,-500,0,0,0,0,1,1,0,0,2,0,0
0,91,Crit_16,3,90,0,14,0,0,0,280,-500,0,0,0,0,-1,-1,0,0,0,0,0
0,92,Crit_17,2,91,0,0,0,0,0,390,-500,0,0,0,0,1,1,0,0,0,4,0
0,93,Crit_18,3,92,0,0,0,0,0,500,-500,0,0,0,0,1,1,3,0,0,0,0
0,94,Crit_19,1,93,1,0,0,0,0,610,-500,0,0,0,0,-1,-1,0,0,0,0,0
0,95,Crit_20,2,90,7,0,-42,0,0,170,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,96,Crit_21,2,95,3,0,-45,0,0,280,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,97,Crit_22,3,96,3,0,-96,0,0,390,-610,0,0,0,0,-1,-1,0,0,0,0,0
0,98,Crit_23,2,97,0,0,0,0,0,500,-610,0,0,0,0,1,1,0,4,0,0,0
0,99,Crit_24,5,98,0,0,0,0,0,610,-610,0,0,0,0,1,1,1,0,0,0,0
1,100,Root,0,_,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0
1,0,Bulwark_00,1,100,0,0,0,0,0,-170,170,0,6,0,0,-1,-1,0,0,0,0,0
1,1,Bulwark_01,1,0,2,0,0,0,0,-280,170,0,0,0,0,-1,-1,0,0,0,0,0
1,2,Bulwark_02,1,1,0,0,0,0,0,-390,170,0,0,0,0,0,0,0,2,0,0,0
1,3,Bulwark_03,1,2,0,0,0,0,0,-500,170,0,0,0,0,0,0,0,1,0,-3,0
1,4,Bulwark_04,1,3,0,0,0,0,0,-610,170,0,0,0,0,0,0,0,0,4,0,-1
1,5,Bulwark_05,1,0,0,0,0,0,0,-170,280,0,0,0,0,0,0,0,0,5,0,0
1,6,Bulwark_06,1,5,0,0,0,0,0,-280,280,33,0,0,0,-1,-1,0,0,0,0,0
1,7,Bulwark_07,1,6,0,0,0,0,0,-390,280,0,6,0,0,-1,-1,0,0,0,0,0
1,8,Bulwark_08,2,7,0,0,0,0,0,-500,280,0,0,0,0,0,0,0,0,0,3,0
1,9,Bulwark_09,2,8,2,0,0,0,0,-610,280,0,0,0,0,-1,-1,0,0,0,0,0
1,10,Bulwark_10,1,5,0,0,0,0,0,-170,390,0,0,0,0,0,0,0,5,0,0,0
1,11,Bulwark_11,2,10,4,0,-52,0,0,-280,390,0,0,0,0,-1,-1,0,0,0,0,0
1,12,Bulwark_12,1,11,5,0,-62,0,0,-390,390,0,0,0,0,-1,-1,0,0,0,0,0
1,13,Bulwark_13,3,12,1,0,0,0,0,-500,390,0,0,0,0,-1,-1,0,0,0,0,0
1,14,Bulwark_14,2,13,4,0,-86,0,0,-610,390,0,0,0,0,-1,-1,0,0,0,0,0
1,15,Bulwark_15,2,10,4,0,0,0,0,-170,500,0,0,0,0,-1,-1,0,0,0,0,0
1,16,Bulwark_16,1,15,0,0,0,0,0,-280,500,0,10,0,0,-1,-1,0,0,0,0,0
1,17,Bulwark_17,2,16,0,0,0,0,0,-390,500,0,0,0,0,0,0,0,1,0,0,-3
1,18,Bulwark_18,3,17,0,0,0,0,0,-500,500,0,0,0,0,0,0,0,5,0,0,0
1,19,Bulwark_19,1,18,3,0,0,0,0,-610,500,0,0,0,0,-1,-1,0,0,0,0,0
1,20,Bulwark_20,3,15,0,0,0,0,0,-170,610,0,0,0,0,0,0,-3,3,0,0,0
1,21,Bulwark_21,1,20,0,0,0,0,0,-280,610,0,0,0,0,0,0,0,0,4,0,0
1,22,Bulwark_22,2,21,0,0,0,0,0,-390,610,0,0,0,0,0,0,0,2,0,0,0
1,23,Bulwark_23,1,22,0,0,0,0,0,-500,610,0,0,0,0,0,0,0,0,4,0,0
1,24,Bulwark_24,5,23,4,0,0,0,0,-610,610,0,0,0,0,-1,-1,0,0,0,0,0
1,25,Vigor_00,2,100,3,0,-61,0,0,170,170,0,0,0,0,-1,-1,0,0,0,0,0
1,26,Vigor_01,1,25,0,0,0,0,0,280,170,28,0,0,0,-1,-1,0,0,0,0,0
1,27,Vigor_02,3,26,5,0,-73,0,0,390,170,0,0,0,0,-1,-1,0,0,0,0,0
1,28,Vigor_03,1,27,3,0,-81,0,0,500,170,0,0,0,0,-1,-1,0,0,0,0,0
1,29,Vigor_04,2,28,0,0,0,0,0,610,170,0,0,0,0,0,1,0,0,0,2,0
1,30,Vigor_05,1,25,0,0,0,0,0,170,280,0,0,0,0,0,1,2,0,0,0,0
1,31,Vigor_06,3,30,0,0,0,0,0,280,280,0,0,0,0,0,1,0,4,0,0,0
1,32,Vigor_07,1,31,0,0,0,0,0,390,280,0,0,0,0,0,1,0,1,0,0,-1
1,33,Vigor_08,1,32,0,0,0,0,0,500,280,25,0,0,0,-1,-1,0,0,0,0,0
1,34,Vigor_09,2,33,0,0,0,0,0,610,280,0,0,0,0,0,1,0,0,2,0,0
1,35,Vigor_10,2,30,0,0,0,0,0,170,390,0,3,0,0,-1,-1,0,0,0,0,0
1,36,Vigor_11,2,35,3,0,-47,0,0,280,390,0,0,0,0,-1,-1,0,0,0,0,0
1,37,Vigor_12,2,36,0,0,0,0,0,390,390,0,0,0,0,0,1,0,4,0,-3,0
1,38,Vigor_13,2,37,0,0,0,0,0,500,390,0,0,0,0,0,1,0,0,0,5,0
1,39,Vigor_14,1,38,0,0,0,0,0,610,390,0,0,0,0,0,1,0,0,3,0,0
1,40,Vigor_15,1,35,0,0,0,0,0,170,500,0,0,0,0,0,1,0,0,3,0,0
1,41,Vigor_16,2,40,0,0,0,0,0,280,500,0,0,0,0,0,1,0,0,2,0,0
1,42,Vigor_17,3,41,0,0,0,0,0,390,500,0,0,0,0,0,1,0,0,-3,2,0
1,43,Vigor_18,1,42,2,0,0,0,0,500,500,0,0,0,0,-1,-1,0,0,0,0,0
1,44,Vigor_19,2,43,4,0,-63,0,0,610,500,0,0,0,0,-1,-1,0,0,0,0,0
1,45,Vigor_20,3,40,0,0,0,0,0,170,610,0,0,0,0,0,1,0,0,-3,1,0
1,46,Vigor_21,1,45,0,0,0,0,0,280,610,0,0,0,0,0,1,0,0,5,0,0
1,47,Vigor_22,2,46,5,0,-47,0,0,390,610,0,0,0,0,-1,-1,0,0,0,0,0
1,48,Vigor_23,2,47,0,0,0,0,0,500,610,0,0,0,0,0,1,0,1,0,0,0
1,49,Vigor_24,5,48,0,0,0,0,0,610,610,31,0,0,0,-1,-1,0,0,0,0,0
1,50,Dexterity_00,3,100,0,0,0,0,0,-170,-170,0,0,0,0,1,0,0,0,-3,5,0
1,51,Dexterity_01,2,50,0,0,0,0,0,-280,-170,0,0,0,0,1,0,0,0,0,3,0
1,52,Dexterity_02,3,51,0,0,0,0,0,-390,-170,0,4,0,0,-1,-1,0,0,0,0,0
1,53,Dexterity_03,1,52,0,0,0,0,0,-500,-170,0,0,0,0,1,0,0,2,0,0,0
1,54,Dexterity_04,1,53,0,0,0,0,0,-610,-170,0,0,0,0,1,0,0,2,0,0,0
1,55,Dexterity_05,1,50,0,0,0,0,0,-170,-280,0,11,0,0,-1,-1,0,0,0,0,0
1,56,Dexterity_06,1,55,0,0,0,0,0,-280,-280,0,0,0,0,1,0,0,0,0,3,0
1,57,Dexterity_07,2,56,0,0,0,0,0,-390,-280,0,0,0,0,1,0,0,1,0,0,0
1,58,Dexterity_08,2,57,0,0,0,0,0,-500,-280,0,0,0,0,1,0,2,0,0,0,0
1,59,Dexterity_09,1,58,0,0,0,0,0,-610,-280,0,0,0,0,1,0,0,1,0,0,0
1,60,Dexterity_10,2,55,0,0,0,0,0,-170,-390,0,0,0,0,1,0,0,1,-1,0,0
1,61,Dexterity_11,1,60,0,0,0,0,0,-280,-390,0,0,0,0,1,0,-3,0,0,2,0
1,62,Dexterity_12,1,61,3,0,-52,0,0,-390,-390,0,0,0,0,-1,-1,0,0,0,0,0
1,63,Dexterity_13,3,62,3,0,-95,0,0,-500,-390,0,0,0,0,-1,-1,0,0,0,0,0
1,64,Dexterity_14,2,63,0,0,0,0,0,-610,-390,0,0,0,0,1,0,2,0,0,-3,0
1,65,Dexterity_15,2,60,3,0,0,0,0,-170,-500,0,0,0,0,-1,-1,0,0,0,0,0
1,66,Dexterity_16,3,65,0,0,0,0,0,-280,-500,0,0,0,0,1,0,-2,0,0,2,0
1,67,Dexterity_17,2,66,0,0,0,0,0,-390,-500,0,0,0,0,1,0,1,0,0,0,0
1,68,Dexterity_18,1,67,7,0,-50,0,0,-500,-500,0,0,0,0,-1,-1,0,0,0,0,0
1,69,Dexterity_19,1,68,0,0,0,0,0,-610,-500,0,0,0,0,1,0,0,1,0,0,0
1,70,Dexterity_20,2,65,5,0,-64,0,0,-170,-610,0,0,0,0,-1,-1,0,0,0,0,0
1,71,Dexterity_21,3,70,8,0,-62,0,0,-280,-610,0,0,0,0,-1,-1,0,0,0,0,0
1,72,Dexterity_22,1,71,0,0,0,0,0,-390,-610,0,0,0,0,1,0,0,0,4,0,0
1,73,Dexterity_23,3,72,0,0,0,0,0,-500,-610,37,0,0,0,-1,-1,0,0,0,0,0
1,74,Dexterity_24,5,73,0,0,0,0,0,-610,-610,0,0,0,0,1,0,4,0,0,0,0
1,75,BladeStorm_00,3,100,0,0,0,0,0,170,-170,0,9,0,0,-1,-1,0,0,0,0,0
1,76,BladeStorm_01,3,75,0,0,0,0,0,280,-170,10,0,0,0,-1,-1,0,0,0,0,0
1,77,BladeStorm_02,2,76,4,0,0,0,0,390,-170,0,0,0,0,-1,-1,0,0,0,0,0
1,78,BladeStorm_03,2,77,0,0,0,0,0,500,-170,0,4,0,0,-1,-1,0,0,0,0,0
1,79,BladeStorm_04,1,78,0,0,0,0,0,610,-170,0,0,0,0,1,1,2,0,0,0,0
1,80,BladeStorm_05,1,75,0,0,0,0,0,170,-280,0,0,0,0,1,1,0,0,1,0,0
1,81,BladeStorm_06,3,80,0,0,0,0,0,280,-280,37,0,0,0,-1,-1,0,0,0,0,0
1,82,BladeStorm_07,1,81,0,0,0,0,0,390,-280,37,0,0,0,-1,-1,0,0,0,0,0
1,83,BladeStorm_08,1,82,0,0,0,0,0,500,-280,0,9,0,0,-1,-1,0,0,0,0,0
1,84,BladeStorm_09,2,83,0,0,0,0,0,610,-280,33,0,0,0,-1,-1,0,0,0,0,0
1,85,BladeStorm_10,2,80,0,0,0,0,0,170,-390,0,0,0,0,1,1,0,0,2,0,0
1,86,BladeStorm_11,1,85,0,0,0,0,0,280,-390,0,0,0,0,1,1,-2,1,0,0,0
1,87,BladeStorm_12,3,86,0,0,0,0,0,390,-390,0,0,0,0,1,1,-1,0,2,0,0
1,88,BladeStorm_13,1,87,0,0,0,0,0,500,-390,0,12,0,0,-1,-1,0,0,0,0,0
1,89,BladeStorm_14,1,88,0,0,0,0,0,610,-390,0,0,0,0,1,1,0,0,2,0,0
1,90,BladeStorm_15,3,85,0,0,0,0,0,170,-500,0,5,0,0,-1,-1,0,0,0,0,0
1,91,BladeStorm_16,2,90,0,0,0,0,0,280,-500,0,0,0,0,1,1,0,0,0,4,0
1,92,BladeStorm_17,3,91,0,0,0,0,0,390,-500,0,0,0,0,1,1,3,0,0,0,0
1,93,BladeStorm_18,1,92,0,0,0,0,0,500,-500,12,0,0,0,-1,-1,0,0,0,0,0
1,94,BladeStorm_19,2,93,7,0,-42,0,0,610,-500,0,0,0,0,-1,-1,0,0,0,0,0
1,95,BladeStorm_20,2,90,3,0,-45,0,0,170,-610,0,0,0,0,-1,-1,0,0,0,0,0
1,96,BladeStorm_21,3,95,3,0,-96,0,0,280,-610,0,0,0,0,-1,-1,0,0,0,0,0
1,97,BladeStorm_22,2,96,0,0,0,0,0,390,-610,0,0,0,0,1,1,0,4,0,0,0
1,98,BladeStorm_23,2,97,0,0,0,0,0,500,-610,0,0,0,0,1,1,1,0,0,0,0
1,99,BladeStorm_24,5,98,0,0,0,0,0,610,-610,0,4,0,0,-1,-1,0,0,0,0,0
2,100,Root,0,_,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0
2,0,Precision_00,1,100,6,0,-79,0,0,-170,170,0,0,0,0,-1,-1,0,0,0,0,0
2,1,Precision_01,2,0,0,0,0,0,0,-280,170,0,0,0,0,0,0,0,0,2,0,0
2,2,Precision_02,1,1,0,0,0,0,0,-390,170,0,0,0,0,0,0,0,0,0,2,0
2,3,Precision_03,2,2,0,0,0,0,0,-500,170,0,0,0,0,0,0,4,0,0,0,0
2,4,Precision_04,2,3,0,0,0,0,0,-610,170,0,0,0,0,0,0,0,-1,2,0,0
2,5,Precision_05,2,0,4,0,-62,0,0,-170,280,0,0,0,0,-1,-1,0,0,0,0,0
2,6,Precision_06,1,5,0,18,0,0,0,-280,280,0,0,0,0,-1,-1,0,0,0,0,0
2,7,Precision_07,2,6,0,0,0,0,0,-390,280,0,0,0,0,0,0,0,2,0,0,0
2,8,Precision_08,2,7,0,0,0,0,0,-500,280,0,0,0,0,0,0,2,0,0,0,0
2,9,Precision_09,3,8,5,0,-44,0,0,-610,280,0,0,0,0,-1,-1,0,0,0,0,0
2,10,Precision_10,3,5,0,12,0,0,0,-170,390,0,0,0,0,-1,-1,0,0,0,0,0
2,11,Precision_11,2,10,0,0,37,0,0,-280,390,0,0,0,0,-1,-1,0,0,0,0,0
2,12,Precision_12,2,11,0,0,0,3,0,-390,390,0,0,0,0,-1,-1,0,0,0,0,0
2,13,Precision_13,3,12,3,0,-91,0,0,-500,390,0,0,0,0,-1,-1,0,0,0,0,0
2,14,Precision_14,1,13,0,0,0,0,0,-610,390,0,0,0,0,0,0,0,-1,2,0,0
2,15,Precision_15,1,10,0,0,0,0,0,-170,500,0,0,0,0,0,0,5,0,0,0,0
2,16,Precision_16,1,15,0,0,0,0,0,-280,500,0,0,0,0,0,0,0,4,0,0,0
2,17,Precision_17,3,16,0,0,0,0,0,-390,500,0,0,0,0,0,0,0,0,0,4,0
2,18,Precision_18,1,17,0,12,0,0,0,-500,500,0,0,0,0,-1,-1,0,0,0,0,0
2,19,Precision_19,3,18,5,0,-73,0,0,-610,500,0,0,0,0,-1,-1,0,0,0,0,0
2,20,Precision_20,3,15,0,0,0,0,0,-170,610,0,0,0,0,0,0,0,0,0,4,0
2,21,Precision_21,3,20,6,0,-54,0,0,-280,610,0,0,0,0,-1,-1,0,0,0,0,0
2,22,Precision_22,3,21,0,0,0,0,0,-390,610,0,0,0,0,0,0,0,5,0,0,0
2,23,Precision_23,3,22,0,0,0,0,0,-500,610,0,0,0,0,0,0,0,3,0,0,0
2,24,Precision_24,5,23,0,0,0,0,0,-610,610,0,0,0,0,0,0,2,0,0,0,-1
2,25,Hellfire_00,1,100,0,0,0,0,0,170,170,0,0,0,0,0,1,0,0,4,0,0
2,26,Hellfire_01,2,25,0,0,0,0,0,280,170,0,0,0,0,0,1,0,0,2,0,0
2,27,Hellfire_02,2,26,0,0,0,0,0,390,170,0,0,0,0,0,1,0,0,2,0,0
2,28,Hellfire_03,3,27,8,0,-46,0,0,500,170,0,0,0,0,-1,-1,0,0,0,0,0
2,29,Hellfire_04,2,28,0,0,93,0,0,610,170,0,0,0,0,-1,-1,0,0,0,0,0
2,30,Hellfire_05,1,25,0,0,0,0,0,170,280,0,0,0,0,0,1,0,0,0,1,0
2,31,Hellfire_06,1,30,0,0,0,0,0,280,280,0,0,0,0,0,1,0,2,0,0,-3
2,32,Hellfire_07,1,31,0,0,83,0,0,390,280,0,0,0,0,-1,-1,0,0,0,0,0
2,33,Hellfire_08,2,32,0,0,0,0,0,500,280,0,0,0,0,0,1,0,2,0,0,0
2,34,Hellfire_09,2,33,0,0,0,0,0,610,280,0,0,0,0,0,1,0,0,0,2,0
2,35,Hellfire_10,2,30,0,0,0,0,0,170,390,0,0,0,0,0,1,0,5,0,0,0
2,36,Hellfire_11,3,35,0,0,0,0,0,280,390,0,0,0,0,0,1,0,0,-2,2,0
2,37,Hellfire_12,2,36,0,0,0,0,0,390,390,0,0,0,0,0,1,0,4,0,0,0
2,38,Hellfire_13,2,37,0,0,44,0,0,500,390,0,0,0,0,-1,-1,0,0,0,0,0
2,39,Hellfire_14,3,38,0,0,0,6,0,610,390,0,0,0,0,-1,-1,0,0,0,0,0
2,40,Hellfire_15,3,35,6,0,-99,0,0,170,500,0,0,0,0,-1,-1,0,0,0,0,0
2,41,Hellfire_16,1,40,0,0,0,0,0,280,500,0,0,0,0,0,1,3,-2,0,0,0
2,42,Hellfire_17,1,41,0,0,0,2,0,390,500,0,0,0,0,-1,-1,0,0,0,0,0
2,43,Hellfire_18,3,42,0,25,0,0,0,500,500,0,0,0,0,-1,-1,0,0,0,0,0
2,44,Hellfire_19,3,43,0,0,0,0,0,610,500,0,0,0,0,0,1,0,0,3,0,0
2,45,Hellfire_20,1,40,0,0,0,0,0,170,610,0,0,0,0,0,1,0,0,1,0,0
2,46,Hellfire_21,1,45,0,0,0,0,0,280,610,0,0,0,0,0,1,0,1,0,0,0
2,47,Hellfire_22,2,46,0,0,0,0,0,390,610,0,0,0,0,0,1,0,0,0,2,0
2,48,Hellfire_23,2,47,6,0,-91,0,0,500,610,0,0,0,0,-1,-1,0,0,0,0,0
2,49,Hellfire_24,5,48,4,0,0,0,0,610,610,0,0,0,0,-1,-1,0,0,0,0,0
2,50,Boulder_00,3,100,0,0,0,2,0,-170,-170,0,0,0,0,-1,-1,0,0,0,0,0
2,51,Boulder_01,1,50,5,0,-61,0,0,-280,-170,0,0,0,0,-1,-1,0,0,0,0,0
2,52,Boulder_02,1,51,0,0,0,0,0,-390,-170,0,0,0,0,1,0,0,4,0,0,0
2,53,Boulder_03,1,52,0,0,0,0,0,-500,-170,0,0,0,0,1,0,0,1,0,0,0
